question,expanded_correct_options,expanded_incorrect_options
Where would it be too cold for a marmoset?,"['mountains', 'polar regions', 'permafrost areas', 'high-altitude plateaus', 'glacial environments', 'subarctic tundras']","['snow', 'rainforest', 'france', 'colorado', 'tropical islands', 'deserts in summer', 'coastal areas in winter', 'temperate forests', 'urban areas with heating', 'savannah grasslands']"
What do people typically have a hard time doing while at a shop?,"['spending of money', 'comparing prices', 'evaluating product quality', 'deciding on purchase necessity', 'navigating store layout effectively', 'estimating total costs accurately']","['purchasing', 'gambling', 'have fun', 'identifying store hours', 'negotiating discounts', 'reading promotional material', 'finding a parking spot', 'locating items on sale', 'returning unwanted products', 'using self-checkout machines']"
Knitting can cause what kind of illness in the hand?,"['arthritis', 'tendonitis', 'carpal tunnel syndrome', 'repetitive strain injury', 'hand cramps from prolonged tension', ""de Quervain's tenosynovitis""]","['your', 'have fun', 'shredded hands', 'relaxation', 'temporary numbness from cold yarn', 'muscle growth from repetitive motion', 'enhanced dexterity from practice', 'increased blood flow from movement', 'improved grip strength from tension', 'muscle fatigue from excessive knitting']"
Why would you cook dinner?,"['hungry', 'prepare a meal', 'use fresh ingredients', 'manage dietary needs', 'save money on takeout', 'improve cooking skills']","['buy groceries', 'fun', 'buy food', 'broke', 'set the table', 'watch cooking shows', 'order food online', 'prepare a snack', 'reheat leftovers', 'eat out with friends']"
Where do wings symbolize a transition has happened?,"['heaven', 'metaphorical rebirth', 'spiritual ascension', 'symbolic freedom', 'transcendent journey', 'mythical transformation']","['airplane', 'flapping', 'pilot', 'detroit', 'aviation innovation', 'mechanical flight', 'cloud surfing', 'skydiving experience', 'air traffic control', 'flight path analysis']"
"He was her uncle, and she was his what?","['niece', 'daughter of his sibling', 'relative through familial connection', 'descendant of his brother', 'child of his sister', 'young female family member']","['aunty', 'boy', 'older generation', 'aunts house', 'cousin from a different family', 'sibling of his wife', 'family friend from childhood', 'nephew of her mother', 'daughter of her aunt', 'grandchild of his parent']"
Where would you find trees that provide food?,"['orchard', 'forest garden', 'community garden with fruit trees', 'permaculture site designed for food production', 'agroforestry system integrating crops and trees', 'urban farm utilizing vertical gardening techniques']","['yard', 'state park', 'market', 'surface of earth', 'botanical garden focused on ornamental species', 'nature reserve with non-fruit-bearing trees', 'commercial nursery selling saplings', 'landfill site repurposed for urban development', 'construction site with temporary vegetation', 'wilderness area with restricted access']"
The food needs to be kept chilled but there is no refrigerator. Where should it be kept?,"['pantry', 'cool cellar', 'ice bath using salt', 'underground storage pit', 'well-insulated cooler', 'shaded outdoor area']","['stapler', 'cupboard', 'desk drawer', 'office', 'sunny windowsill', 'near a heat source', 'open air without cover', 'car trunk on a hot day', 'heated storage room', 'near a fireplace']"
John was writing into the wee hours.  Because of this he left a mess where?,"['desk', 'notebook', 'floor covered in papers', 'workspace cluttered with supplies', 'computer screen filled with notes', 'table strewn with coffee cups']","['apartment', 'table', 'closet', 'night stand', 'kitchen counter with utensils', 'bathroom sink with toiletries', 'living room with scattered magazines', 'garage filled with tools', 'bedroom with unmade sheets', 'dining room with leftover food']"
What are people doing when washing hands for a long time?,"['thinking', 'contemplating hygiene practices', 'analyzing the effectiveness of techniques', 'evaluating the need for thoroughness', 'assessing personal cleanliness habits', 'considering potential contaminants']","['sleeping', 'use soap', 'irritation', 'cleaning dirt off', 'focusing on distractions', 'rushing through the process', 'applying excessive force', 'neglecting water temperature', 'assuming all germs are removed', 'overlooking drying methods']"
Where is one likely to find a wild fox?,"['wooded areas', 'open grasslands with burrowing rodents', 'farmland with natural hedgerows', 'rural regions near small water sources', 'mountainous terrain with dense underbrush', 'suburban neighborhoods with ample green spaces']","['hen house', 'painting', 'chicken coop', 'electrical circuit', 'urban skyscraper rooftop garden', 'deserted beach with no vegetation', 'industrial park with heavy machinery', 'inside a crowded shopping mall', 'abandoned warehouse with no wildlife', 'city center during rush hour']"
Where can a person use pencils to keep score?,"['bowling alley', 'new correct option 1: card game tournament', 'new correct option 2: golf course scorecard', 'new correct option 3: archery range competition', 'new correct option 4: darts league match', 'new correct option 5: trivia night at a pub']","['restaurant', 'cabinet', 'backpack', 'classroom', 'plausible wrong option 1: art studio for sketching', 'contextual wrong option 1: science lab for experiments', 'mechanism failure option 1: library for note-taking', 'obvious wrong option 1: grocery store for shopping lists', 'plausible wrong option 2: music practice room for compositions', 'contextual wrong option 2: office for meeting minutes']"
"If someone is looking at a ceiling for issues before putting down a rent deposit, where are they likely?","['loft', 'attic inspection', 'ceiling assessment process', 'property walkthrough phase', 'structural integrity check', 'damage evaluation stage']","['house', 'classroom', 'roof', 'chapel', 'furniture showroom', 'commercial office space', 'outdoor patio area', 'suburban garage', 'temporary storage unit', 'basement laundry room']"
Where could you see a gentleman that is not real?,"['movie', 'theater performance', 'animated series episode', 'virtual reality experience', 'computer-generated imagery scene', 'video game storyline']","['church', 'big house', 'a tv screen', 'tuxedo', 'historical reenactment event', 'live concert performance', 'art gallery exhibit', 'fashion show runway', 'documentary film segment', 'educational seminar presentation']"
"I needed to find out how to contact a person with a certain name, where should I look?","['phone book', 'search engine', 'social media platform', 'professional networking site', 'local community bulletin board', 'alumni association directory']","['directory', 'michigan', 'roster', 'certificate', 'historical society archive', 'random name generator', 'personal diary entry', 'celebrity gossip magazine', 'general email service', 'community event flyer']"
Getting drunk often leads to what when people have disagreements?,"['violence', 'escalation of conflict', 'increased aggression during arguments', 'impulsive decision-making leading to fights', 'miscommunication escalating tensions', 'loss of inhibition resulting in confrontations']","['erections', 'illness', 'suffering', 'injury', 'calm resolution of issues', 'constructive dialogue despite intoxication', 'improved understanding of perspectives', 'heightened emotional sensitivity', 'temporary relief from stress', 'increased laughter and bonding']"
What do you need to do on your face to watch film?,"['open eyes', 'adjust focus', 'position face towards screen', 'align head for optimal view', 'maintain comfortable posture', 'blink regularly for clarity']","['wear glasses', 'go to movies', 'have eyes', 'relax', 'tilt head backwards', 'cover eyes with hands', 'close eyes for longer', 'wear sunglasses indoors', 'squint to enhance image', 'turn back to screen']"
"If you spend time finding information on math equations, what are you trying to do?","['solution to problem', 'new correct option 1: refining problem-solving strategies', 'new correct option 2: developing a systematic approach to calculations', 'new correct option 3: enhancing analytical reasoning skills', 'new correct option 4: preparing for complex mathematical scenarios', 'new correct option 5: identifying underlying principles for equations']","['gaining knowledge', 'know how to act', 'understanding of', 'being able to use', 'plausible wrong option: memorizing formulas without context', 'contextual wrong option: practicing unrelated mathematical concepts', 'mechanism failure option: assuming all equations are universally applicable', 'obvious wrong option: relying solely on visual aids for comprehension', 'plausible wrong option: thinking equations solve problems by themselves', 'contextual wrong option: focusing only on historical math methods']"
Where would you get prescription mouthwash?,"['drug store', ""dentist's office"", 'pharmacy with a consultation', 'specialty oral health clinic', 'medical supply store with prescriptions', 'online pharmacy with prescription verification']","['optometrist', 'bathroom', 'health food store without prescriptions', 'grocery store without pharmacy services', 'dental lab for custom products', 'urgent care center without dental services', 'cosmetic surgery clinic without dental focus', 'general practitioner without dental expertise', 'local market without pharmacy section', 'veterinary clinic for human products']"
"Sarah thought that her party was a surprise, but it was entirely what?","['predictable', 'known about', 'planned ahead of time', 'discussed openly among friends', 'anticipated by the guests', 'revealed through social media']","['bland', 'boring', 'send flowers', 'celebrated secretly', 'overly extravagant for her taste', 'completely forgotten by everyone', 'unnoticed by the guests', 'held at an unexpected venue', 'timed for maximum surprise', 'arranged as a last-minute event']"
Where do you keep instruments when you travel?,"['case', 'travel pouch', 'secure compartment in vehicle', 'customized protective sleeve', 'dedicated instrument backpack', 'portable instrument storage unit']","['music shop', 'laboratory', 'operating room', 'shed', 'hotel lobby', 'public transport', 'temporary storage unit', ""friend's house"", 'unattended outdoor area', 'community center']"
What type of closet are canned goods likely to be in?,"['pantry', 'food storage area', 'shelf designated for preservation', 'organized food compartment', 'designated storage for non-perishables', 'climate-controlled food zone']","['cupboard', 'shelf', 'cabinet', 'drawer', 'refrigerator section for perishables', 'kitchen island storage', 'utility closet for cleaning supplies', 'garage storage for tools', 'dining room hutch for display', 'bedroom closet for seasonal items']"
What do you hold the handle of after going to Starbucks?,"['coffee cup', 'newspaper holder', 'takeaway bag', 'reusable tumbler', 'gift card holder', 'coffee sleeve']","['gripping', 'briefcase', 'carry object', 'frying pan', 'empty box', 'shopping cart', 'soda can', 'lunchbox', 'tablet case', 'backpack']"
"Jenny had trouble using the phone because she had to dial 9 to get an outside line.  And the manager wasn't very attentive to her needs, either.   Where might she be?","['hotel', 'conference center', 'business retreat venue', 'temporary work site', 'client meeting location', 'remote training facility']","['office', 'hospital', ""friend's house"", 'shared coworking space', 'public library', 'community center', 'local cafe', ""family member's residence"", 'school auditorium', 'sports complex']"
"In a war, the killing ends when every person does what?","['dies', 'surrenders unconditionally', 'negotiates a lasting peace', 'ceases all hostile actions', 'follows a disarmament agreement', 'withdraws from the conflict area']","['going to jail', 'punishment', 'recognizes their true oppressors', 'death of', 'signals for a ceasefire without agreement', 'declares victory prematurely', 'evacuates civilians without resolution', 'calls for international intervention without compliance', 'engages in propaganda instead of dialogue', 'issues ultimatums without negotiation']"
"Though he despised pie, it reminded him of his wife when he ate it, what did he do to the pie?","['cherish', 'savor', 'reminisce while eating', 'associate fond memories with', 'reflect on shared moments through', 'transform his feelings about']","['admire', 'marry', 'honor', 'love', 'neglect despite memories', 'dismiss the significance of', 'consume without thought', 'treat as an obligation', 'avoid any emotional response', 'reject the memories evoked']"
Where would someone keep a grandfather clock?,"['house', 'newly constructed living room', 'dedicated home office space', 'historical museum exhibit area', 'elegantly designed hallway', ""grandparent's well-maintained parlor""]","['desk', 'exhibition hall', 'own bedroom', 'office building', 'temporary storage unit', 'modern art gallery', 'outdoor patio area', ""children's playroom"", 'public library reading room', 'shared coworking space']"
Where is a student likely to have a ring binder?,"['school', 'new correct option 1: during class discussions', 'new correct option 2: while organizing study materials', 'new correct option 3: in preparation for group projects', 'new correct option 4: when compiling research notes', 'new correct option 5: for managing assignment submissions']","['notebook', 'book store', 'office', 'office supply store', 'plausible wrong option: at a library for leisure reading', 'contextual wrong option: in a coffee shop for casual study', 'mechanism failure option: during a sports practice session', 'obvious wrong option: at a concert for entertainment', 'plausible wrong option: at home for casual organization', 'contextual wrong option: in a restaurant while waiting for food']"
How might someone feel if they spend time learning about a subject they're very passionate?,"['elation', 'a sense of fulfillment', 'intellectual excitement from discovery', 'renewed motivation to explore further', 'deep satisfaction from mastery', 'heightened curiosity leading to exploration']","['headache', 'advance', 'gain knowledge', 'form opinions', 'temporary frustration from complexity', 'disinterest in unrelated topics', 'overconfidence in misunderstood concepts', 'confusion from conflicting information', 'indifference to external validation', 'unwillingness to share newfound insights']"
Where would there be a ticket office that has people with suitcases?,"['train station', 'airport terminal', 'bus depot', 'ferry terminal', 'travel agency', 'metro station']","['hotel', 'opera house', 'end of line', 'city', 'amusement park', 'sports stadium', 'shopping mall', 'conference center', 'library', 'art gallery']"
"If I wanted to travel and get bar service, what is one of my best options?","['train', 'cruise ship', 'luxury bus tour', 'airport lounge access', 'scenic ferry ride', 'private yacht charter']","['wedding', 'hotel', 'amusement park', 'entertainment', 'public library visit', 'sports event tailgate', 'beach day picnic', 'museum tour', 'subway commute', 'community festival']"
Eating midday leads people to get what?,"['get tired', 'experience a drop in energy', 'feel a need for a nap', 'undergo digestive sluggishness', 'have difficulty concentrating', 'increase cravings for snacks']","['defecating', 'feces', 'gaining weight', 'slacking', 'feeling hyperactive from sugar', 'immediate muscle growth', 'enhanced cognitive clarity', 'sudden increase in stamina', 'immediate weight loss', 'instant mood elevation']"
Where on the east coast of the U.S. would you find some of the most famous skyscrapers?,"['new york city', ""boston's historic skyline evolution"", ""miami's architectural growth initiative"", ""washington d.c.'s urban development projects"", ""philadelphia's skyline revitalization efforts""]","['big city', 'chicago', 'large city', 'in the sky', 'suburban town with low-rise buildings', 'coastal village with historical architecture', 'small city with limited vertical development', 'rural area lacking urban infrastructure', 'town with no significant skyscrapers', 'historical site with no modern structures']"
"The teacher is answering questions, why?","['children will learn', 'students will clarify doubts', 'learners will develop critical thinking skills', 'pupils will engage in meaningful dialogue', 'participants will enhance their understanding through inquiry', 'students will build connections to prior knowledge']","['people will understand', 'embarassment', 'teaching', 'helping', 'students will memorize facts without context', 'learners will avoid asking questions', 'pupils will distract themselves from learning', 'participants will only focus on grades', 'students will disengage from the lesson', 'learners will rely solely on technology']"
Jane is contemplating taking a break. She hurts and she is tired. What does she need?,"['relaxation', 'mindfulness exercises', 'a warm bath to soothe muscles', 'a short nap to recharge energy', 'gentle stretching to alleviate tension', 'a quiet environment for mental clarity']","['adventure', 'headache', 'deciding', 'revelations', 'intense workouts to boost stamina', 'socializing to distract from discomfort', 'caffeine to increase alertness', 'excessive planning to regain control', 'fast-paced activities to elevate mood', 'extreme sports to overcome fear']"
If a person can only eat certain things their diet is said to be what?,"['restricted', 'limited', 'selective', 'constrained', 'regulated', 'prescriptive']","['schizophrenia', 'headache', 'have no home', 'shameful', 'nutritional imbalance', 'culinary exploration', 'dietary preference', 'food sensitivity', 'caloric surplus', 'gastronomic variety']"
It's 9PM and John has a craving for carrots.  He gets into his car and where does he drive to?,"['supermarket', ""farmer's market"", 'organic grocery store', '24-hour convenience store', 'local produce co-op', 'drive-thru vegetable stand']","['attic', 'refrigerator', 'cellar', 'closed roadside stand', 'abandoned warehouse', 'distant botanical garden', 'neighborhood barbecue', ""friend's house with no carrots"", 'frozen food aisle at supermarket', 'outdoor picnic area']"
What do all people have except sociopaths?,"['feelings', 'empathy', 'the ability to form emotional connections', 'a moral compass guiding decisions', 'the capacity for self-reflection and growth', 'the experience of guilt or remorse']","['cheeks', 'parents', 'common sense', 'muscles', 'the ability to strategize effectively', 'intellectual curiosity about others', 'the instinct for social bonding', 'the potential for altruistic behavior', 'the drive for personal achievement', 'the ability to understand complex narratives']"
Sally loved the color of fallen leaves in autumn. She often took long walks in September.  Where might she walk?,"['forest', 'nature trail', 'meandering path through trees', 'scenic route along a riverbank', 'wooded area with vibrant foliage', 'quiet country lane lined with oaks']","['roof', 'tree', 'ground', 'fall season', 'urban sidewalk during rain', 'beach at sunset', 'shopping mall interior', 'desert landscape in summer', 'busy city street at rush hour', 'mountain summit in winter']"
While he had great disdain for the King and his knights he still respected their what?,"['honor', 'integrity', 'commitment to justice', 'adherence to tradition', 'sense of duty', 'ability to inspire loyalty']","['reverence', 'respect', 'admiration', 'kindness', 'perceived authority', 'temporary alliances', 'personal gain', 'historical victories', 'public perception', 'formal titles']"
Where do you use condoms?,"['bedroom', 'new correct option 1: during intimate encounters', 'new correct option 2: in sexual health discussions', 'new correct option 3: at clinics for safe practices', 'new correct option 4: when preparing for sexual activity', 'new correct option 5: in educational settings on safe sex']","['supermarket', 'dick', 'medicine chest', 'bed', 'plausible wrong option 1: in a public restroom', 'contextual wrong option 1: during a health seminar', 'mechanism failure option 1: while shopping for personal items', 'obvious wrong option 1: at a restaurant table', 'plausible wrong option 2: in a locker room', 'contextual wrong option 2: during a casual conversation']"
People using a machine gun are a part of what?,"['military service', 'combat operations', 'armed conflict scenarios', 'tactical training exercises', 'security detail missions', 'law enforcement operations']","['quake 2', 'arsenal', 'in a', 'armory', 'disaster response units', 'wildlife conservation efforts', 'sports shooting competitions', 'public safety drills', 'historical reenactments', 'artillery maintenance teams']"
"Curiosity caused a cat to jump on john's table, and knock over his lunch.  It was ruined.  He needed to get more, by doing what?","['go to market', 'order delivery food', 'prepare a quick snack', 'visit a nearby café', 'call a friend for lunch', 'check pantry for ingredients']","['find truth', 'examine thing', 'attend school', 'cooking', 'research food history', 'analyze cat behavior', 'plan a lunch event', 'write a food review', 'schedule a cooking class', 'create a meal plan']"
What is a landscape gardener likely to do?,"['plant trees', 'create garden layouts', 'install irrigation systems', 'design flower beds', 'select native plants for biodiversity', 'cultivate soil for optimal growth']","['water lawn', 'water plants', 'garden roses', 'playing on ground', 'mow grass without planning', 'install outdoor furniture incorrectly', 'apply pesticide without identification', 'prune branches without seasonal consideration', 'fertilize without soil testing', 'overseed lawn without proper timing']"
If your trouser fly is unfastened what should you do?,"['zip up', 'do up', 'secure the zipper', 'fasten the hook', 'adjust the waistband', 'check for fabric snags']","['tie up', 'pick up', 'button up', 'pull down the zipper', 'wear a belt', 'tuck in the shirt', 'adjust the cuffs', 'fold the trousers', 'leave it unfastened', 'wear suspenders']"
"The apple tree was located outside the car factory, it was one of many where?","['detroit', 'new york city', 'chicago manufacturing zones', 'industrial agriculture regions', 'urban green spaces near factories', 'agricultural development areas']","['maine', 'india', 'oregon', 'washington state', 'rural fishing villages', 'deserted mining towns', 'suburban residential areas', 'tropical rainforest regions', 'isolated mountain ranges', 'historical battlefields']"
What can learning about the world from a shut in lead to?,"['confusion', 'misinterpretation', 'fragmented insights', 'disjointed perceptions', 'unfounded assumptions', 'narrow viewpoints']","['enlightenment', 'understanding', 'cynicism', 'sadness', 'false confidence', 'universal truths', 'accurate predictions', 'holistic awareness', 'intuitive knowledge', 'comprehensive clarity']"
Where do people keep their food cans?,"['house', 'kitchen pantry', 'storage area under the stairs', 'designated can organizer in the cupboard', 'sealed container in a cool, dry place', 'shelf in a climate-controlled basement']","['supermarket', 'recycling center', 'backpack', 'refrigerator', 'temporary holding in a delivery box', 'display case in a food museum', 'dining table during meal prep', 'kitchen counter during cooking', 'outdoor grill for summer cooking', 'unopened box in a moving truck']"
Joe works in an establishment that is filled with stacks of small cardboard boxes with removable lids.  Where does Joe work?,"['shoe store', 'gift shop', 'retail packaging center', 'online fulfillment center', 'custom packaging service', 'craft supply store']","['back alley', 'storage area', 'storage', 'warehouse', 'industrial recycling plant', 'bulk food distributor', 'art gallery', 'furniture showroom', 'clothing boutique', 'electronics repair shop']"
What sort of life event might draw a large crowd of people together to celebrate?,"['wedding', 'new year celebration', 'graduation ceremony', 'community festival', 'charity fundraiser', 'milestone anniversary']","['bus stop', 'crowd', 'convention', 'supermarket', 'birthday party', 'business meeting', 'school assembly', 'family reunion', 'product launch', 'art gallery opening']"
"A politician makes countless empty promises during a campaign, but the only real goal is to what?","['win elections', 'gain public trust through strategic messaging', 'mobilize voter turnout by appealing to emotions', 'secure funding by creating favorable narratives', 'build alliances with influential community leaders', 'leverage media coverage to shape public perception']","['power', 'influence', 're elected', 'bribe', 'create divisive rhetoric to distract from issues', 'focus solely on personal gain without accountability', 'promise unrealistic reforms without feasibility', 'prioritize party loyalty over constituent needs', 'exploit scandals to divert attention from failures', 'rely on historical precedents that no longer apply']"
"He finished his business, he got up and gave the toilet a what?","['flush', 'new correct option 1: thorough rinse', 'new correct option 2: proper clean', 'new correct option 3: quick inspection', 'new correct option 4: water refill', 'new correct option 5: final scrub']","['flushed', 'refill', 'clear', 'smell bad', 'plausible wrong option: surface wipe', 'contextual wrong option: deodorize', 'mechanism failure option: drain cleaning', 'obvious wrong option: replace', 'plausible wrong option: overflow check', 'contextual wrong option: air freshen']"
What would call playing fetch with a small dog?,"['game', 'retrieve exercise', 'interactive play session', 'canine agility drill', 'repetitive throwing activity', 'bonding engagement']","['sun', 'chase', 'dog show', 'fair', 'competitive racing event', 'obedience training session', 'casual stroll', 'fetching contest', 'scent tracking activity', 'leisurely bonding time']"
What is likely the result of remembering a deceased friend?,"['crying', 'reflecting on shared memories', 'feeling a surge of nostalgia', 'experiencing emotional catharsis', 'seeking comfort in familiar places', 'connecting with mutual friends']","['problems', 'inspiration', 'knowledge', 'trauma', 'feeling energized by the past', 'gaining new perspectives on life', 'being motivated to take risks', 'developing a sense of closure', 'finding clarity in future goals', 'creating artwork as a tribute']"
What will have to happen to a chess set before you can play chess?,"['made', 'assembled correctly', 'set up on a board', 'organized by color', 'arranged in starting position', 'verified for missing pieces']","['fun', 'strategic', 'have fun', 'satisfaction', 'painted with designs', 'placed in a display case', 'counted for inventory', 'stored in a box', 'designed for aesthetic appeal', 'cleaned for dust removal']"
Where can peanut butter be bought?,"['supermarket', 'local farmers market', 'online grocery delivery service', 'bulk food store', 'specialty food shop', 'warehouse club']","['pantry', 'cupboard', 'cupboard', 'jar', 'vending machine in a school', 'restaurant kitchen', 'community food bank shelf', 'home kitchen countertop', ""grocery store's bakery section"", 'local hardware store']"
"The patient was recovering well but still had a long recovery ahead, while chatting with friends he explained all the what?","['discomfort', 'pain management techniques', 'emotional coping strategies', 'physical therapy exercises', 'nutritional adjustments for healing']","['laughter', 'glee', 'fun', 'inspiration', 'temporary relief methods', 'general wellness tips', 'exercise routines for fitness', 'socializing benefits', 'short-term distraction techniques', 'superficial recovery signs']"
If more than one person is talking to another what are they having?,"['conversation', 'dialogue', 'exchange of ideas', 'discussion of viewpoints', 'sharing of perspectives', 'collaborative interaction']","['sore throat', 'gossip', 'communication', 'dry mouth', 'disagreement on topics', 'misunderstanding of intentions', 'verbal disagreement', 'silent observation', 'non-verbal exchange', 'interrupted speech']"
"A boss may like an employee's ambition, so the employee may get put what?","['in charge of project', 'leading a team initiative', 'mentored for leadership roles', 'assigned to high-stakes negotiations', 'tasked with strategic planning', 'promoted to oversee new clients']","['conquer opponent', 'go to school', 'begin work', 'webisode', 'assigned to a routine task', 'put in a training program', 'given a lateral move', 'placed in a support role', 'reassigned to a different department', 'scheduled for a performance review']"
"If you're running twenty six miles you need to be careful, you should make sure you do what throughout the run?","['drink water', 'consume electrolytes', 'maintain a steady breathing pattern', 'monitor heart rate regularly', 'adjust pace according to terrain', 'perform dynamic stretches during breaks']","['collapse', 'sweat', 'rest', 'pace yourself', 'ignore muscle fatigue', 'increase speed at halfway point', 'focus solely on finishing time', 'wear heavy clothing for warmth', 'eat a large meal before starting', 'run without a warm-up']"
"The monkey realized he was surrounded by water, where was the monkey?","['madagascar', 'the coast of an island', 'a secluded lagoon with dense foliage', 'a remote beach with rocky cliffs', 'a tropical island with high biodiversity', 'a wildlife reserve with natural barriers']","['rain forest', 'captivity', 'on a tree', 'french government', 'a mountain range with no water nearby', 'an urban zoo with concrete barriers', 'a desert with no vegetation', 'a savanna with scattered water holes', 'a cave system with limited access', 'a suburban park with walking trails']"
What you viewing if you're not looking at paintings while visiting a museum?,"['seeing artifacts', 'observing sculptures', 'examining historical documents', 'studying interactive exhibits', 'analyzing multimedia presentations', 'exploring architectural features']","['shock', 'crowds', 'peace', 'being bored', 'experiencing fatigue', 'waiting for friends', 'listening to music', 'thinking about lunch', 'checking social media', 'watching videos online']"
Little sarah didn't think that anyone should be kissing boys.  She thought that boys had what?,"['cooties', 'germs that spread through contact', 'mysterious powers that attract trouble', 'secret codes that confuse girls', 'hidden traps that cause embarrassment', 'unseen forces that disrupt friendships']","['arousal', 'disease', 'sweet', 'halitosis', 'a magical charm that protects them', 'special knowledge that makes them wise', 'an invisible shield that repels affection', 'a contagious trait that makes them popular', 'a rare quality that enhances their charm', 'a unique ability that makes them funny']"
Hitting what is likely to cause broken glass in a car?,"['bridge', 'a large rock dropped from height', 'a metal object thrown at high speed', 'a collision with another vehicle', 'a projectile launched from a slingshot', 'a sudden impact with a concrete barrier']","['field', 'bottom of sea', 'street', 'wall', 'a soft surface like grass', 'a stationary object with no force applied', 'a gentle tap on a window', 'a slow-moving object like a feather', 'an inflatable item striking glass', 'a non-rigid structure like a tent']"
Lars Ulrich might not be happy if your borrow a song from what?,"['napster', 'peer-to-peer sharing', 'unauthorized streaming platform', 'illegally downloaded file repository', 'unauthorized digital music archive', 'unlicensed remix distribution site']","['store', 'record', 'musical', 'jukebox', 'legitimate online radio station', 'licensed digital music service', 'public domain music library', 'music recommendation app', 'music production software', 'official artist website']"
The steak house where I come from is the best in where?,"['town', 'city known for culinary excellence', 'region celebrated for beef quality', 'community recognized for local farms', 'area thriving on food tourism', 'neighborhood famed for dining experiences']","['japan', 'desert', 'united states', 'texas', 'a location with insufficient resources', 'a place lacking culinary traditions', 'a region with a climate unsuitable for livestock', 'an area known for fast food chains', 'a city focused on seafood cuisine', 'a destination famous for vegetarian diets']"
"You can pick more than one number, or even pick a color on the what?","['roulette wheel', 'lottery ticket', 'bingo card', 'slot machine', 'poker table', 'keno board']","['telephone book', 'mathematics', 'telephone', 'math problem', 'sports scoreboard', 'game show buzzer', 'chess board', 'scientific calculator', 'music playlist', 'online forum']"
Why might someone without much to do keep driving?,"['boredom', 'exploring new routes', 'seeking mental clarity', 'listening to music playlists', 'thinking about personal goals', 'searching for social connections']","['enjoy', 'moving', 'fatigue', 'injuries', 'driving to avoid responsibilities', 'navigating without a destination', 'practicing driving skills', 'waiting for traffic lights', 'revisiting past memories', 'driving to find a parking spot']"
What type of booking office is likely to be used for planning a trip?,"['travel agency', 'tour operator', 'itinerary planner', 'travel concierge service', 'destination management company', 'online travel platform']","['england', 'police station', 'airport', 'city', 'hotel reservation desk', 'bus depot', 'local community center', 'ticket booth', 'conference center', 'travel insurance office']"
"Inspiration is the start, then it takes creativity to do what?","['create art', 'design innovative solutions', 'develop original concepts', 'produce engaging performances', 'construct meaningful narratives', 'invent unique products']","['express yourself', 'sew', 'write', 'express', 'launch a marketing campaign', 'build a website', 'conduct a survey', 'paint a wall', 'organize a meeting', 'compile a list']"
"The world is natural geographically divided in parts, but man artificially divided it into what?","['countries', 'regions defined by governance', 'territories established by treaties', 'political boundaries created through conflict', 'administrative zones allocated for resource management', 'jurisdictions designated for legal authority']","['universe', 'thought', 'cake slices', 'messed up', 'cities governed by tradition', 'ecosystems categorized by species', 'time zones based on solar position', 'landforms identified by geological features', 'climates classified by temperature ranges', 'cultures separated by historical narratives']"
"The travelers didn't have much money but didn't have far to travel, so where did they go?","['bus depot', 'short-distance carpool', 'local shuttle service', 'community ride-share', 'walking to nearby destination', 'bike rental station']","['airport', 'come home', 'train station', 'taxi station', 'luxury cruise terminal', 'long-distance bus terminal', 'high-speed train hub', 'private jet charter', 'expensive car rental agency', 'exclusive travel lounge']"
What would a person be showing about their character by avoiding imprudent decisions?,"['reasonable', 'thoughtfully evaluating risks', 'strategically weighing consequences', 'consistently prioritizing long-term benefits', 'deliberately considering alternative outcomes', 'methodically assessing potential pitfalls']","['circumspect', 'immaturity', 'discreet', 'prudent', 'overly cautious decision-making', 'short-sighted planning', 'impulsive risk-taking', 'hasty judgment under pressure', 'misguided attempts at spontaneity', 'inconsistent evaluation of choices']"
What usually causes someone to stop eating?,"['getting full', 'sensing food aversion', 'feeling satiated through hormonal signals', 'experiencing sensory overload from flavors', 'realizing meal completion through portion assessment', 'noticing digestive discomfort from overeating']","['gaining weight', 'gas', 'satisfaction', 'discomfort', 'believing food is unhealthy', 'feeling tired after eating', 'thinking about future meals', 'recognizing food as unappetizing', 'assuming food is contaminated', 'perceiving hunger as a temporary state']"
"If you're printing on a printer, someone might notice because of what?","['noise', 'printed matter', 'visible ink flow during printing', 'paper tray movement when loading', 'light flicker from printer status indicators', 'increased room temperature from device operation']","['printed matter', 'use paper', 'excessive ink stains on surface', 'signal interference from nearby devices', 'paper jamming in unrelated machines', 'non-printer related conversations', 'inconsistent paper size usage', 'unrelated electronic beeping sounds', ""user's previous printing history"", 'ambient light changes in room']"
What happens at the first opening of a business if it's not successful?,"['lose money', 'new correct option 1: incur operational debts', 'new correct option 2: experience low customer turnout', 'new correct option 3: face negative reviews impacting reputation', 'new correct option 4: struggle to cover initial expenses', 'new correct option 5: fail to establish a loyal customer base']","['making money', 'grand opening', 'wealth', 'get rich', 'plausible wrong option: gain initial publicity without sales', 'contextual wrong option: receive investment for future growth', 'mechanism failure option: achieve break-even in first month', 'obvious wrong option: instantly attract large crowds', 'plausible wrong option: create partnerships with local businesses', 'contextual wrong option: develop a strong online presence']"
